cveID,total_affected_hosts,country,org,product,os,version,isp,asn,city
CVE-2022-24816,0,,,,,,,,
CVE-2022-2586,1058,EG (160); US (149); MX (139); TW (58); VN (52); IN (49); AR (35); IR (32); ID (27); PA (26),"TE Data (104); Gestión de direccionamiento UniNet (41); Chunghwa Telecom Co.,Ltd. (36); TE Data-New (31); Uninet S.A. de C.V. (31); FPT Telecom Company (21); Viettel Group (18); Charter Communications Inc (16); Cable Onda (14); Cox Communications Inc. (14)","ZKSoftware ZEM560 access control device (924); Netdata (71); QNAP TS-659, TS-809U, or TS-859U NAS http config (29); ZKSoftware ZEM510 access control device (28); ZKSoftware ZEM500 access control device (4); Dreambox - telnetd (1); Intel UPnP reference SDK (1)",Linux (986); Ubuntu 22.04.4 LTS (Jammy Jellyfish) (Linux 5.15.0-124-generic) (14); Ubuntu 22.04.3 LTS (Jammy Jellyfish) (Linux 5.15.0-124-generic) (10); Ubuntu 18.04.6 LTS (Bionic Beaver) (Linux 4.15.0-213-generic) (5); Ubuntu 20.04.6 LTS (Focal Fossa) (Linux 5.4.0-200-generic) (4); Ubuntu 18.04.4 LTS (Bionic Beaver) (Linux 4.15.0-106-generic) (2); Ubuntu 20.04.6 LTS (Focal Fossa) (Linux 5.4.0-182-generic) (2); Ubuntu 16.04.5 LTS (Xenial Xerus) (Linux 4.4.0-117-generic) (1); Ubuntu 18.04.3 LTS (Bionic Beaver) (Linux 4.15.0-112-generic) (1); Ubuntu 18.04.5 LTS (Bionic Beaver) (Linux 5.4.0-1103-aws) (1),1.33.1 (37); 1.0 (29); 1.19.0 (11); 1.34.0 (8); 1.25.0 (3); 2.0.3 (3); 1.46.1 (2); 2.0.1 (2); 1.2 (1); 1.26.0 (1),"TE-AS (137); UNINET (107); Data Communication Business Group (42); Comcast Cable Communications, LLC (25); AT&T Services, Inc. (23); Iran Telecommunication Company PJS (22); FPT Telecom Company (21); Cox Communications Inc. (19); Cable Onda (18); Charter Communications Inc (18)",as8452 (137); as8151 (107); as3462 (42); as7922 (25); as58224 (22); as7018 (22); as18403 (21); as22773 (19); as7552 (18); as14080 (13),Cairo (90); Ho Chi Minh City (34); Mexico City (33); Taipei (24); Alexandria (23); Giza (20); Mumbai (19); Phoenix (17); Dhaka (15); Panama City (15)
CVE-2024-20399,0,,,,,,,,
CVE-2024-4358,0,,,,,,,,
CVE-2024-26169,0,,,,,,,,
CVE-2024-4610,0,,,,,,,,
CVE-2017-3506,0,,,,,,,,
CVE-2024-4978,0,,,,,,,,
CVE-2024-32896,0,,,,,,,,
CVE-2024-5274,0,,,,,,,,
CVE-2024-1086,0,,,,,,,,
CVE-2024-4577,2753514,US (847482); CN (193857); JP (173341); DE (149798); FR (85170); GB (80845); IN (75574); KR (74110); ID (69775); NL (68298),"Amazon Technologies Inc. (139388); Aliyun Computing Co., LTD (99967); Amazon.com, Inc. (78146); GoDaddy.com, LLC (76661); Amazon Data Services Japan (57432); DigitalOcean, LLC (53203); Amazon Data Services NoVa (43259); Hetzner Online GmbH (39125); Google LLC (26157); Microsoft Corporation (25613)",Apache httpd (1401079); nginx (710930); lighttpd (57941); Microsoft IIS httpd (55555); Control Web Panel (CWP) (35299); Nextcloud (8083); OpenResty (5905); ownCloud (3806); LiteSpeed httpd (1538); Cacti (1518),Windows (56134); Ubuntu (20078); Synology DiskStation Manager (DSM) (378); Windows 7 (238); Freebox OS (204); Ubiquiti AirOS (188); Linux (173); PAN-OS (162); Dell SonicWALL SonicOS (146); Unix (53),2.4.6 (303414); 2.2.15 (76485); 2.4.57 (75406); 2.4.37 (58430); 1.20.1 (39612); 2.4.62 (35261); 2.4.54 (34101); 2.4.58 (30488); 1.18.0 (30104); 2.4.7 (28836),"Amazon.com, Inc. (491521); Hangzhou Alibaba Advertising Co.,Ltd. (112564); GoDaddy.com, LLC (77256); OVH SAS (68671); DigitalOcean, LLC (55861); Hetzner Online GmbH (44310); HIVELOCITY, Inc. (30455); Microsoft Corporation (29937); Shenzhen Tencent Computer Systems Company Limited (29032); Google LLC (26691)",as16509 (383166); as37963 (112564); as14618 (108355); as16276 (68612); as26496 (55963); as14061 (55852); as24940 (42629); as29802 (30455); as8075 (29867); as45090 (29032),Ashburn (130403); Tokyo (109937); Phoenix (84207); Los Angeles (79616); Frankfurt am Main (66316); Singapore (62957); Hong Kong (56175); Amsterdam (50649); London (50632); Boardman (50565)
CVE-2020-17519,0,,,,,,,,
CVE-2024-24919,0,,,,,,,,
CVE-2024-4761,0,,,,,,,,
CVE-2023-43208,0,,,,,,,,
CVE-2024-4947,0,,,,,,,,
CVE-2021-40655,0,,,,,,,,
CVE-2024-4671,0,,,,,,,,
CVE-2014-100005,0,,,,,,,,
CVE-2023-7028,0,,,,,,,,
CVE-2024-29988,0,,,,,,,,
CVE-2024-30051,0,,,,,,,,
CVE-2024-30040,0,,,,,,,,
CVE-2024-3400,0,,,,,,,,
CVE-2022-38028,0,,,,,,,,
CVE-2024-3273,0,,,,,,,,
CVE-2024-4040,0,,,,,,,,
CVE-2024-3272,0,,,,,,,,
CVE-2024-29748,0,,,,,,,,
CVE-2023-24955,0,,,,,,,,
CVE-2019-7256,0,,,,,,,,
CVE-2023-48788,0,,,,,,,,
CVE-2024-20353,0,,,,,,,,
CVE-2024-27198,385,US (164); IE (36); DE (31); GB (20); NL (20); SG (20); RU (16); CN (12); CA (10); AU (8),"Microsoft Corporation (40); Amazon Technologies Inc. (36); Amazon.com, Inc. (29); Shock Hosting LLC (23); Amazon Data Services NoVa (22); Amazon Data Services Ireland Limited (20); GoDaddy.com, LLC (14); Google LLC (11); Amazon Data Services Singapore (10); DigitalOcean, LLC (7)",nginx (44); Apache Tomcat/Coyote JSP engine (43); Apache httpd (9); Microsoft IIS httpd (2); OpenResty (1),Ubuntu (14); Windows (2); Windows (build 10.0.17763) (1),1.1 (43); 1.18.0 (6); 1.22.1 (6); 1.10.3 (5); 2.4.41 (4); 1.14.0 (3); 1.12.2 (2); 1.13.7 (2); 1.16.1 (2); 1.4.6 (2),"Amazon.com, Inc. (131); Microsoft Corporation (51); Shock Hosting LLC (29); GoDaddy.com, LLC (14); OVH SAS (12); Google LLC (11); Akamai Connected Cloud (7); DigitalOcean, LLC (7); Hetzner Online GmbH (7); Cloudflare, Inc. (6)",as16509 (82); as8075 (51); as14618 (49); as395092 (29); as26496 (14); as16276 (12); as396982 (11); as14061 (7); as24940 (7); as63949 (7),Ashburn (53); Dublin (36); Boardman (28); Singapore (20); Amsterdam (19); Frankfurt am Main (15); Phoenix (14); London (12); Moscow (12); San Jose (9)
CVE-2024-23225,0,,,,,,,,
CVE-2024-23296,0,,,,,,,,
CVE-2021-44529,0,,,,,,,,
CVE-2024-21338,0,,,,,,,,
CVE-2021-36380,0,,,,,,,,
CVE-2023-21237,0,,,,,,,,
CVE-2023-29360,0,,,,,,,,
CVE-2024-20359,0,,,,,,,,
CVE-2024-1709,6,US (2); GB (1); IE (1); MX (1); SG (1),"Comcast Cable Communications, LLC (1); Eircom (1); M1 Ltd (1); Sky UK Limited (1); Telefonos del Noroeste, S.A. de C.V. (1); Verizon Business (1)",ScreenConnect (6),,,"Comcast Cable Communications, LLC (1); Eircom Limited (1); MobileOne Ltd. Mobile/Internet Service Provider Singapore (1); Sky UK Limited (1); UNINET (1); Verizon Business (1)",as4773 (1); as5466 (1); as5607 (1); as701 (1); as7922 (1); as8151 (1),Elmwood Park (1); London (1); Richmond (1); Sengkang New Town (1); Tijuana (1); Wexford (1)
CVE-2024-21410,0,,,,,,,,
CVE-2024-21412,0,,,,,,,,
CVE-2024-29745,0,,,,,,,,
CVE-2020-3259,0,,,,,,,,
CVE-2023-43770,0,,,,,,,,
CVE-2024-21351,0,,,,,,,,
CVE-2024-21762,0,,,,,,,,
CVE-2023-22527,0,,,,,,,,
CVE-2024-21893,0,,,,,,,,
CVE-2023-4762,0,,,,,,,,
CVE-2022-48618,0,,,,,,,,
CVE-2023-34048,0,,,,,,,,
CVE-2024-23222,0,,,,,,,,
CVE-2024-0519,190,US (78); FR (19); DE (18); SG (17); IE (7); NL (7); AU (5); CN (5); IN (4); KR (4),"Amazon Technologies Inc. (23); DigitalOcean, LLC (21); Amazon.com, Inc. (14); OVH SAS (14); Hetzner Online GmbH (13); Amazon Data Services NoVa (12); Microsoft Corporation (11); Google LLC (10); Amazon Data Services Ireland Limited (6); Linode (5)",Couchbase Server (190),Ubuntu (12),6.0.0-1693-community (27); 6.6.0-7909-community (21); 6.6.0-7909-enterprise (15); 7.0.2-6703-community (11); 5.0.1-5003-community (10); 5.1.1-5723-community (8); 6.5.1-6299-community (8); 7.0.3-7031-enterprise (8); 4.5.1-2844-community (7); 6.5.0-4960-enterprise (5),"Amazon.com, Inc. (64); DigitalOcean, LLC (21); OVH SAS (15); Hetzner Online GmbH (14); Microsoft Corporation (14); Google LLC (10); Akamai Connected Cloud (7); SCALEWAY S.A.S. (6); Contabo GmbH (3); CHINANET-BACKBONE (2)",as16509 (36); as14618 (28); as14061 (21); as16276 (15); as24940 (14); as8075 (14); as396982 (10); as63949 (7); as12876 (6); as51167 (3),Ashburn (30); Singapore (17); Boardman (14); Lille (13); Boydton (11); Falkenstein (8); Dublin (7); Amsterdam (6); Sydney (5); Columbus (4)
CVE-2023-6548,0,,,,,,,,
CVE-2023-35082,70,DE (19); US (16); CN (5); FR (4); HK (4); AD (3); CH (3); GB (3); IT (3); HU (2),KINDRED HEALTHCARE INC (3); NETALIA S.R.L. (3); Andorra Telecom (2); BT Infrastructure Layer (2); Banc Agricol i Comercial d'Andorra (ISP in Andorra) (2); Cape Fear Valley Medical Center (2); HKBN Enterprise Solutions HK Limited (2); IMPARAT Farbwerk Iversen & Maehl GmbH & Co. KG (2); Korea Telecom (2); Lebenshilfewerk Marburg-Biedenkopf e.V. (2),Ivanti Endpoint Manager Mobile (EPMM) (70),,10.7 (5); 10.8 (5); 11.0 (2); 11.1 (2); 10.4 (1); 10.6 (1); 11.10 (1); 11.2 (1),"Deutsche Telekom AG (11); ANDORRA TELECOM, S.A.U. (4); AT&T Services, Inc. (3); NETALIA S.R.L. (3); British Telecommunications PLC (2); Cape Fear Valley Medical Center (2); HKBN Enterprise Solutions HK Limited (2); HKT Limited (2); Level 3 Parent, LLC (2); OVH SAS (2)",as3320 (11); as6752 (4); as198434 (3); as7018 (3); as15557 (2); as16276 (2); as21602 (2); as2856 (2); as4515 (2); as60175 (2),Hong Kong (4); Shanghai (4); Andorra la Vella (3); Hamburg (3); Milan (3); Zürich (3); Aalen (2); Biedenkopf (2); Budapest (2); Cincinnati (2)
CVE-2023-29357,0,,,,,,,,
CVE-2023-6549,0,,,,,,,,
CVE-2024-21887,0,,,,,,,,
CVE-2018-15133,0,,,,,,,,
CVE-2023-23752,0,,,,,,,,
CVE-2016-20017,0,,,,,,,,
CVE-2023-7101,0,,,,,,,,
CVE-2023-41990,0,,,,,,,,
CVE-2023-38203,0,,,,,,,,
CVE-2023-29300,0,,,,,,,,
CVE-2023-7024,0,,,,,,,,
CVE-2023-49897,0,,,,,,,,
CVE-2023-27524,637,US (301); CN (70); IN (39); FR (35); IE (34); DE (27); GB (18); SG (17); CA (10); NL (9),"Amazon Technologies Inc. (135); Google LLC (74); Amazon Data Services NoVa (59); Amazon.com, Inc. (38); Aliyun Computing Co., LTD (35); Amazon Data Services India (27); Amazon Data Services Ireland Limited (26); DigitalOcean, LLC (17); Microsoft Corporation (16); Amazon Data Services France (13)",Apache Superset (637),,2.0.1 (146); 2.0.0 (128); 1.3.2 (56); 1.5.0 (34); 1.4.1 (33); 1.5.1 (32); 1.3.0 (31); 1.0.1 (28); 0.38.1 (23); 1.4.2 (15),"Amazon.com, Inc. (344); Google LLC (75); Hangzhou Alibaba Advertising Co.,Ltd. (40); DigitalOcean, LLC (18); Microsoft Corporation (17); OVH SAS (15); Hetzner Online GmbH (14); Oracle Corporation (12); Shenzhen Tencent Computer Systems Company Limited (11); Ningxia West Cloud Data Technology Co.Ltd. (7)",as16509 (191); as14618 (153); as396982 (68); as37963 (40); as14061 (18); as8075 (17); as16276 (15); as24940 (14); as31898 (12); as45090 (11),Ashburn (158); Kansas City (45); Dublin (34); Mumbai (30); Boardman (22); Paris (19); Beijing (17); Hilliard (16); Frankfurt am Main (15); London (15)
CVE-2023-47565,0,,,,,,,,
CVE-2023-41265,0,,,,,,,,
CVE-2023-33107,0,,,,,,,,
CVE-2023-33063,0,,,,,,,,
CVE-2023-41266,0,,,,,,,,
CVE-2023-46805,0,,,,,,,,
CVE-2022-22071,0,,,,,,,,
CVE-2023-42917,0,,,,,,,,
CVE-2023-49103,0,,,,,,,,
CVE-2023-33106,0,,,,,,,,
CVE-2023-42916,0,,,,,,,,
CVE-2023-6345,0,,,,,,,,
CVE-2020-2551,0,,,,,,,,
CVE-2023-36584,0,,,,,,,,
CVE-2023-6448,0,,,,,,,,
CVE-2023-4911,43,VN (24); DE (7); HK (2); KR (2); CN (1); IN (1); IT (1); NL (1); PL (1); RU (1),"FPT Telecom Company (20); A100 ROW GmbH (5); Viettel Group (4); Korea Telecom (2); Alibaba Cloud - HK (1); Amazon Data Services India (1); Amsterdam, Netherlands (1); Asia Pacific Network Information Center, Pty. Ltd. (1); Beijing Jingdong 360 Degree E-commerce Co., Ltd. (1); Contabo GmbH (1)",Netdata (43),Ubuntu 22.04.4 LTS (Jammy Jellyfish) (Linux 5.15.0-124-generic) (14); Ubuntu 22.04.3 LTS (Jammy Jellyfish) (Linux 5.15.0-124-generic) (10); Ubuntu 22.04.1 LTS (Jammy Jellyfish) (Linux 5.15.0-57-generic) (1); Ubuntu 22.04.2 LTS (Jammy Jellyfish) (Linux 5.15.0-117-generic) (1); Ubuntu 22.04.2 LTS (Jammy Jellyfish) (Linux 5.15.0-126-generic) (1); Ubuntu 22.04.2 LTS (Jammy Jellyfish) (Linux 5.15.0-67-generic) (1); Ubuntu 22.04.2 LTS (Jammy Jellyfish) (Linux 5.19.0-1029-aws) (1); Ubuntu 22.04.2 LTS (Jammy Jellyfish) (Linux 6.5.0-1023-aws) (1); Ubuntu 22.04.3 LTS (Jammy Jellyfish) (Linux 5.15.0-60-generic) (1); Ubuntu 22.04.3 LTS (Jammy Jellyfish) (Linux 5.15.0-94-generic) (1),1.33.1 (37); 1.46.1 (2); 2.0.3 (2); 1.41.0 (1); 2.0.1 (1),"FPT Telecom Company (20); Amazon.com, Inc. (6); Viettel Group (4); Korea Telecom (2); Akamai Connected Cloud (1); Alibaba (US) Technology Co., Ltd. (1); CHINATELECOM Jiangsu Suqian IDC network (1); Contabo GmbH (1); DigitalOcean, LLC (1); Fastweb SpA (1)",as18403 (20); as16509 (6); as7552 (4); as4766 (2); as12874 (1); as132203 (1); as137699 (1); as14061 (1); as216071 (1); as24940 (1),Ho Chi Minh City (23); Frankfurt am Main (5); Hong Kong (2); Amsterdam (1); Campodoro (1); Düsseldorf (1); Falkenstein (1); Iksan (1); Mumbai (1); Nanjing (1)
CVE-2023-36036,0,,,,,,,,
CVE-2023-36033,0,,,,,,,,
CVE-2023-1671,0,,,,,,,,
CVE-2023-36025,0,,,,,,,,
CVE-2023-36844,0,,,,,,,,
CVE-2023-36846,0,,,,,,,,
CVE-2023-47246,0,,,,,,,,
CVE-2023-36845,0,,,,,,,,
CVE-2023-29552,6239,TH (635); CN (557); US (511); FR (444); BR (409); IR (296); VN (278); KR (267); DE (174); TR (169),"OVH SAS (260); True Internet Co., Ltd. (219); Korea Telecom (154); Chunghwa Telecom Co.,Ltd. (83); Triple T Broadband Public Company Limited (78); Hetzner Online GmbH (63); CHINANET Guangdong province network (57); OVH Hosting, Inc. (51); Vietnam Posts and Telecommunications Group (46); ALGAR TELECOM S/A (43)",VMware ESXi (6239),,6.0.0 (4003); 5.5.0 (2181); 6.5.0 (55),"OVH SAS (339); TRUE INTERNET Co.,Ltd. (220); Korea Telecom (161); CHINANET-BACKBONE (141); SCALEWAY S.A.S. (114); Data Communication Business Group (99); CHINA UNICOM China169 Backbone (83); Triple T Broadband Public Company Limited (81); Hetzner Online GmbH (73); IDC, China Telecommunications Corporation (63)",as16276 (338); as7470 (220); as4766 (161); as4134 (141); as12876 (114); as3462 (99); as4837 (83); as45758 (81); as24940 (73); as23724 (63),Bangkok (538); Lille (233); Shiraz (232); Shanghai (183); Beijing (139); Ho Chi Minh City (135); Paris (125); Hong Kong (123); Hanoi (108); Seoul (83)
CVE-2023-36847,0,,,,,,,,
CVE-2023-36851,0,,,,,,,,
CVE-2023-46747,0,,,,,,,,
CVE-2023-5631,0,,,,,,,,
CVE-2023-46604,28,CA (21); SE (3); BR (2); CN (1); CO (1),Shaw Communications Inc. (8); Ilait AB (2); TELUS-FIBRE-KLWNBC02 (2); TELUS-FIBRE-PGRGBC04 (2); TELUS-FIBRE-PTMLBC01 (2); Bell Canada (1); Columbia Basin Broadband Corporation (1); MZ NET FIBRA (1); Rogers Cable Inc. BLOOR (1); ShenYangYouXianDianShi-SY-LN (1),Apache ActiveMQ (28),,5.8.0 (25); 5.10.0 (3),TELUS Communications Inc. (10); Shaw Communications Inc. (8); Hostek AB (2); Bell Canada (1); CHINANET-BACKBONE (1); Columbia Basin Broadband Corporation (1); MZ NET FIBRA (1); Rogers Communications Canada Inc. (1); Sol Cablevisión S.A.S E.S.P (1); TELEFÔNICA BRASIL S.A (1),as852 (10); as6327 (8); as61207 (2); as264659 (1); as268952 (1); as27699 (1); as33885 (1); as4134 (1); as577 (1); as63052 (1),Vancouver (5); Stockholm (3); Kelowna (2); Port McNeill (2); Surrey (2); Ajax (1); Burnaby (1); Calgary (1); Cranbrook (1); Edmonton (1)
CVE-2023-20273,1655,US (253); JP (185); IT (114); MX (100); VN (90); NG (69); CL (67); AE (59); IN (58); NL (54),"KDDI CORPORATION (70); AT&T Services, Inc. (55); CTC. CORP S.A. (TELEFONICA EMPRESAS) (46); Gestión de direccionamiento UniNet (33); SoftBank Corp. (27); Uninet S.A. de C.V. (27); Organak SKS365 Malta Limited Beograd (25); Emirates Integrated Telecommunications Company PJSC (20); Mongolian Railway Commercial Center - Railcom, (19); Vietnam Posts and Telecommunications Group (19)",ciscoSystems (1655),Cisco IOS XE 16.12.4 (381); Cisco IOS XE 17.3.4a (188); Cisco IOS XE 17.6.3a (137); Cisco IOS XE 17.9.3a (135); Cisco IOS XE 17.9.2a (98); Cisco IOS XE 17.6.1a (95); Cisco IOS XE 17.6.5 (88); Cisco IOS XE 17.3.3 (86); Cisco IOS XE 16.12.5 (83); Cisco IOS XE 17.3.5 (77),,"Connesi s.p.a. (99); AT&T Services, Inc. (86); UNINET (84); KDDI CORPORATION (77); CTC. CORP S.A. (TELEFONICA EMPRESAS) (53); Emirates Integrated Telecommunications Company PJSC (48); KPN B.V. (46); eStream Networks (40); Level 3 Parent, LLC (34); SoftBank Corp. (31)",as15605 (99); as7018 (86); as8151 (84); as2516 (77); as16629 (53); as15802 (48); as1136 (46); as37629 (40); as17676 (31); as2907 (28),Tokyo (66); Lagos (63); Santiago (62); Mexico City (61); Perugia (60); Hanoi (49); Dubai (41); Osaka (38); Belgrade (34); New York City (29)
CVE-2023-22518,0,,,,,,,,
CVE-2023-20198,1655,US (253); JP (185); IT (114); MX (100); VN (90); NG (69); CL (67); AE (59); IN (58); NL (54),"KDDI CORPORATION (70); AT&T Services, Inc. (55); CTC. CORP S.A. (TELEFONICA EMPRESAS) (46); Gestión de direccionamiento UniNet (33); SoftBank Corp. (27); Uninet S.A. de C.V. (27); Organak SKS365 Malta Limited Beograd (25); Emirates Integrated Telecommunications Company PJSC (20); Mongolian Railway Commercial Center - Railcom, (19); Vietnam Posts and Telecommunications Group (19)",ciscoSystems (1655),Cisco IOS XE 16.12.4 (381); Cisco IOS XE 17.3.4a (188); Cisco IOS XE 17.6.3a (137); Cisco IOS XE 17.9.3a (135); Cisco IOS XE 17.9.2a (98); Cisco IOS XE 17.6.1a (95); Cisco IOS XE 17.6.5 (88); Cisco IOS XE 17.3.3 (86); Cisco IOS XE 16.12.5 (83); Cisco IOS XE 17.3.5 (77),,"Connesi s.p.a. (99); AT&T Services, Inc. (86); UNINET (84); KDDI CORPORATION (77); CTC. CORP S.A. (TELEFONICA EMPRESAS) (53); Emirates Integrated Telecommunications Company PJSC (48); KPN B.V. (46); eStream Networks (40); Level 3 Parent, LLC (34); SoftBank Corp. (31)",as15605 (99); as7018 (86); as8151 (84); as2516 (77); as16629 (53); as15802 (48); as1136 (46); as37629 (40); as17676 (31); as2907 (28),Tokyo (66); Lagos (63); Santiago (62); Mexico City (61); Perugia (60); Hanoi (49); Dubai (41); Osaka (38); Belgrade (34); New York City (29)
CVE-2023-21608,0,,,,,,,,
CVE-2023-22515,0,,,,,,,,
CVE-2023-4966,0,,,,,,,,
CVE-2023-41763,0,,,,,,,,
